PSG_ID,PSG_VERIFIED,PSG_AGE,PSG_GENDER,PSG_TYPE,PSG_SEAT_TYPE,PSG_FLT_ARL_IATA,PSG_FLT_ROUTE,PSG_FLT_DATE
ATW9WAEL,True,31,MALE,Business,Economy Class,HN,Melbourne to Albury,April 2018
XSEK748Q,True,27,MALE,Business,Economy Class,HN,Sydney to Moruya,March 2018
Z62TQ43J,True,20,MALE,Family Leisure,Economy Class,HN,Mount Isa to Cairns,February 2018
FMY7EUH3,True,24,MALE,Family Leisure,Economy Class,HN,Melbourne to Merimbula,December 2017
MW9L77C2,False,13,FEMALE,Solo Leisure,Economy Class,HN,Armidale to Sydney,October 2017
YPQPNBNY,False,16,MALE,Business,Economy Class,HN,Whyalla to Adelaide,July 2017
DSPUJRSX,False,20,FEMALE,Couple Leisure,Economy Class,HN,Albury to Sydney,July 2017
FEX6QLM6,True,27,MALE,Family Leisure,Economy Class,VD,Wagga Wagga to Adelaide,July 2023
ODA4XI8K,True,53,MALE,Solo Leisure,Economy Class,VD,Canberra to Melbourne,June 2023
XFM3RKYT,True,16,FEMALE,Solo Leisure,Economy Class,VD,Devonport to Tullamarine,June 2023
BWC7BTUP,True,38,MALE,Solo Leisure,Economy Class,VD,Sydney to Brisbane,May 2023
HF4BZUPN,True,15,MALE,Family Leisure,Economy Class,VD,Perth to Carnarvon,May 2023
GCHYSVWO,True,27,FEMALE,Solo Leisure,Economy Class,VD,Sydney to Coffs Harbour,May 2023
IUAJIPGL,True,24,MALE,Family Leisure,Economy Class,VD,Sydney to Brisbane ,April 2023
SDK7ZZ6W,True,14,MALE,Business,Economy Class,VD,Sydney to Armidale,May 2023
CG3HER5C,False,32,MALE,Family Leisure,Economy Class,VD,Sydney to Brisbane,May 2023
JMZP2LTT,False,20,FEMALE,Family Leisure,Economy Class,VD,Sydney to Melbourne,January 2023
YGDW7V8S,True,29,FEMALE,Solo Leisure,Economy Class,VD,Melbourne to Adelaide,March 2023
FNA4IYCU,True,20,FEMALE,Couple Leisure,Economy Class,VD,Melbourne to Sydney,March 2023
PIGBVQ6P,False,33,FEMALE,Business,Economy Class,VD,Brisbane to Charleville,February 2023
UNPMEUB6,True,16,MALE,Solo Leisure,Economy Class,VD,Sydney to Brisbane,February 2023
V2FN5PJ3,False,23,MALE,Family Leisure,Premium Economy,VD,Brisbane to Sydney,January 2023
XK3LXD9M,True,34,FEMALE,Couple Leisure,Economy Class,VD,Gold Coast to Melbourne,December 2022
INBVZZF5,True,17,MALE,Solo Leisure,Business Class,VD,Sydney to Melbourne,December 2022
KHB84C6R,False,25,FEMALE,Solo Leisure,Economy Class,VD,Coffs Harbour to Sydney,December 2022
CFEEMSZ3,True,38,FEMALE,Solo Leisure,Economy Class,VD,Melbourne to Sydney,December 2022
CISK5JQB,False,26,FEMALE,Solo Leisure,Economy Class,VD,Brisbane to Melbourne,December 2022
F85NSDCN,True,22,FEMALE,Solo Leisure,Economy Class,VD,Sydney to Melbourne,December 2022
HZM9DQOP,True,43,FEMALE,Couple Leisure,Economy Class,VD,Sydney to Burnie via Melbourne,November 2022
QYWAOTBX,True,16,MALE,Solo Leisure,Business Class,VD,Brisbane to Melbourne,November 2022
U5UMI8F5,True,25,MALE,Family Leisure,Economy Class,VD,Sydney to Melboure,November 2022
SCA8TNIZ,False,22,FEMALE,Family Leisure,Economy Class,VD,Melbourne to Sydney,October 2022
EYN7KQ69,True,19,MALE,Couple Leisure,Economy Class,VD,Gold Coast to Sydney,September 2022
BCZDC2IO,True,37,FEMALE,Business,Economy Class,VD,Albury to Gold Coast via Sydney,October 2022
K5U7BREW,True,41,MALE,Solo Leisure,Business Class,VD,Melbourne to Adelaide,September 2022
ZWQXE7YV,True,22,FEMALE,Solo Leisure,Economy Class,VD,Sydney to Gold Coast,October 2022
Z29BRDIO,True,44,FEMALE,Family Leisure,Economy Class,VD,Melbourne to Adelaide,September 2022
UFT7L5ZZ,True,18,MALE,Solo Leisure,Economy Class,VD,Adelaide to Melbourne,September 2022
OY8EMY4W,True,21,FEMALE,Couple Leisure,Economy Class,VD,Melbourne to Adelaide,August 2022
KXV4WM7K,True,20,MALE,Solo Leisure,Business Class,VD,Gold coast to Melbourne ,August 2022
M84XVP3T,False,26,FEMALE,Couple Leisure,Economy Class,VD,Brisbane to Melbourne via Sydney,July 2022
Z9X2RENQ,True,21,FEMALE,Solo Leisure,Business Class,VD,Brisbane to Sydney,August 2022
GS7JJVL6,True,33,MALE,Solo Leisure,Economy Class,VD,Brisbane to Sydney,July 2022
AXGJZ3QI,True,40,MALE,Family Leisure,Economy Class,VD,Sydney to Melbourne,July 2022
ARDSCY7Y,True,44,FEMALE,Solo Leisure,Economy Class,VD,Brisbane to Melbourne,June 2022
QWLEXXYY,True,33,FEMALE,Couple Leisure,Economy Class,VD,Melbourne to Gold Coast,June 2022
FUYZ6QV2,False,25,MALE,Business,Business Class,VD,Brisbane to Sydney,June 2022
UQGHGDXI,True,27,FEMALE,Solo Leisure,Economy Class,VD,Brisbane to Melbourne,April 2022
OVFDZDNZ,False,27,FEMALE,Solo Leisure,Business Class,VD,Sydney to Brisbane,May 2022
PNOWT3QD,True,32,MALE,Couple Leisure,Economy Class,VD,Melbourne to Sydney,April 2022
RLWNR3XH,True,15,MALE,Solo Leisure,Economy Class,VD,Melbourne to Sydney,March 2022
DBC48MXZ,False,17,MALE,Solo Leisure,Economy Class,VD,Sydney to Brisbane,April 2022
M3ZVJUDL,True,20,FEMALE,Solo Leisure,Economy Class,VD,Melbourne to Brisbane,February 2022
F9TKR79F,True,15,MALE,Family Leisure,Business Class,VD,Melbourne to Orange via Sydney,January 2022
P63WNMMI,True,21,MALE,Couple Leisure,Economy Class,VD,Melbourne to Port Macquarie via Sydney,February 2022
MJ92WBFJ,True,51,FEMALE,Couple Leisure,Business Class,VD,Gold Coast to Melbourne,December 2021
OJOQO3AH,True,32,MALE,Couple Leisure,Business Class,VD,Sydney to Gold Coast,January 2022
PG2MHO9K,True,50,MALE,Couple Leisure,Economy Class,VD,Sydney to Brisbane,January 2022
CQLWDQQ9,True,49,FEMALE,Business,Economy Class,TF,Mannheim to Berlin,October 2019
GAAGI42A,True,14,MALE,Solo Leisure,Economy Class,IH,Bangkok to Moscow,March 2020
PL6X5EVX,True,37,MALE,Solo Leisure,Economy Class,IH,Prague to Saint Petersburg,July 2019
SB5RGHHH,True,13,FEMALE,Solo Leisure,Economy Class,IH,Saint Petersburg to Prague,July 2019
XOKP4KW7,True,16,MALE,Couple Leisure,Economy Class,IH,Moscow to Bangkok,December 2018
GD7QHRUJ,True,17,MALE,Couple Leisure,Business Class,IH,Denpasar to Moscow,December 2018
PB2Z7227,True,19,MALE,Solo Leisure,Economy Class,IH,Gatwick to St Petersburg,October 2018
RVJS22MH,True,23,MALE,Business,Economy Class,IH,Moscow to Sochi,October 2018
K25RRQUM,True,14,FEMALE,Solo Leisure,Economy Class,IH,Prague to Saint Petersburg,September 2018
A9CIIVUZ,True,15,FEMALE,Solo Leisure,Economy Class,IH,Simferopol to Moscow Vnukovo,September 2018
HVK5CDZ7,True,14,FEMALE,Business,Economy Class,IH,St.Petersburg to Moscow,August 2018
WSWXYVI7,True,20,MALE,Solo Leisure,Business Class,IH,St Petersburg to London Gatwick,June 2018
PLQ7WSWO,True,17,FEMALE,Business,Economy Class,IH,Moscow (VKO) to Prague,January 2018
KU9THQF8,False,23,MALE,Solo Leisure,Economy Class,IH,Simferopol to Moscow,July 2017
ZW7OO4CF,False,22,FEMALE,Business,Business Class,IH,Moscow to Petropavlovsk,June 2017
TDPOSOJN,False,23,MALE,Solo Leisure,Economy Class,IH,Moscow to Saint Petersburg,February 2017
A95NFAAY,False,14,MALE,Solo Leisure,Economy Class,IH,TLV to SVX via LED,January 2016
OVCNHES4,True,20,FEMALE,Family Leisure,Business Class,SE,Doha to Casablanca,July 2023
DCEMUTWM,True,25,MALE,Solo Leisure,Economy Class,SE,Abidjan to Casablanca,June 2023
F5YEAKFN,True,24,MALE,Couple Leisure,Economy Class,SE,Bordeaux to New York via Casablanca,June 2023
TRNYD6YA,True,27,MALE,Couple Leisure,Economy Class,SE,Praia to London via Casablanca,June 2023
EGDCRLKV,True,27,MALE,Couple Leisure,Economy Class,SE,Washington to Milan via Casablanca,May 2023
MZF2XXYF,True,14,MALE,Solo Leisure,Economy Class,SE,Doha to Casablanca,May 2023
PXVUNYKX,True,23,FEMALE,Family Leisure,Economy Class,SE,Miami to Barcelona via Casablanca,May 2023
I6EUJMOW,True,21,MALE,Solo Leisure,Economy Class,SE,Dubai to Lisbon via Casablanca,March 2023
PYU9UK5S,False,33,FEMALE,Solo Leisure,Economy Class,SE,London to Casabanca,August 2022
XN835FV4,False,23,MALE,Family Leisure,Economy Class,SE,Montreal to Turkey,January 2023
U4488VJJ,True,16,FEMALE,Business,Economy Class,SE,Accra to London via Casablanca,March 2023
DLAKKFEZ,True,28,FEMALE,Solo Leisure,Economy Class,SE,Madrid to Casablanca,February 2023
SH243OTJ,False,14,MALE,Solo Leisure,Business Class,SE,Bangui to Washington,May 2022
O8QB7C3H,True,31,MALE,Couple Leisure,Economy Class,SE,Montreal to Accra via Casablanca,December 2022
MUPQF2SE,True,29,FEMALE,Family Leisure,Economy Class,SE,Miami to Casablanca,December 2022
S8KN6NRY,True,14,MALE,Family Leisure,Economy Class,SE,Marrakech to Fes,January 2023
O72JUKNA,True,23,MALE,Family Leisure,Economy Class,SE,New York JFK to Casablanca,December 2022
IGYUX4QW,False,16,FEMALE,Family Leisure,Economy Class,SE,Heathrow to Freetown via Casablanca,December 2022
AGWYUIH4,True,26,MALE,Solo Leisure,Economy Class,SE,Doha to Casablanca,December 2022
K3PLVI6U,False,29,FEMALE,Business,Economy Class,SE,Casablanca to Doha,November 2022
J2KBYDEI,True,15,FEMALE,Solo Leisure,Economy Class,SE,Dubai to Casablanca,November 2022
ZYBUQRTZ,True,23,MALE,Solo Leisure,Economy Class,SE,Casablanca to Paris,October 2022
WXWIGSY2,True,24,MALE,Solo Leisure,Economy Class,SE,Tangiers to Casablanca,October 2022
JPB67Y7K,True,15,MALE,Couple Leisure,Economy Class,SE,Istanbul to Casablanca,July 2022
UGE7PSYE,False,32,MALE,Couple Leisure,Economy Class,SE,Casablanca to Dubai,August 2022
QHZR6X2H,False,19,FEMALE,Solo Leisure,Economy Class,SE,Dubai to Casablanca,June 2022
LCTDLZFE,True,62,MALE,Family Leisure,Economy Class,SE,London to Lagos via Casablanca,August 2022
DLJOS335,True,16,FEMALE,Couple Leisure,Economy Class,SE,Rome to New York via Casablanca,July 2022
PYMOAXTN,True,57,MALE,Solo Leisure,Economy Class,SE,New York JFK to Casablanca via Cairo,May 2022
CRYNBNLD,True,35,FEMALE,Solo Leisure,Economy Class,SE,New York to Casablanca,April 2022
NFOLBENM,True,33,FEMALE,Solo Leisure,Economy Class,SE,Amsterdam to Freetown via Casblanca,December 2021
AQ756GTU,True,15,FEMALE,Business,Economy Class,SE,Marrakech to Toulouse,April 2022
RQV53F66,False,38,FEMALE,Solo Leisure,Economy Class,SE,Barcelona to Casablanca via New York JFK,November 2021
LXBVU95U,True,23,FEMALE,Solo Leisure,Economy Class,SE,Madrid to Casablanca,September 2021
PHKEXSCF,True,30,FEMALE,Couple Leisure,Economy Class,SE,Agadir to Istanbul via Casablanca,July 2021
H29D7JE8,True,24,MALE,Family Leisure,Economy Class,SE,New York to Casablanca,June 2021
QBBBVHNR,False,42,FEMALE,Family Leisure,Economy Class,SE,Newark Airport to Casablanca,June 2020
MT7GFWVH,True,28,MALE,Couple Leisure,Economy Class,SE,London to Freetown via Casablanca,October 2020
MET684TO,False,24,MALE,Solo Leisure,Economy Class,SE,New York to Geneva,March 2020
TMBLLSLF,True,16,FEMALE,Couple Leisure,Economy Class,SE,Porto to Casablanca,June 2020
BTVE53Y6,False,18,MALE,Family Leisure,Economy Class,SE,Canada to Dakar via Cassablanca,November 2019
FW5GZ3VT,True,23,MALE,Couple Leisure,Economy Class,SE,Casablanca to Athens,March 2020
L5IDQWQH,True,25,MALE,Business,Economy Class,SE,London to Banjul via Casablanca,February 2020
SP9VBXEL,True,20,FEMALE,Solo Leisure,Economy Class,SE,Paris to Casablanca,February 2020
TFYPF7EX,True,13,FEMALE,Solo Leisure,Economy Class,SE,New York to Lisbon via Casablanca,January 2020
F4KZA8LZ,False,31,FEMALE,Family Leisure,Economy Class,SE,Bologna to Casablanca,September 2019
WJMZZH56,True,23,MALE,Solo Leisure,Economy Class,SE,Casablanca to Lisbon,June 2019
T5H3N7T2,True,23,MALE,Solo Leisure,Economy Class,SE,Marrakech  to Casablanca,August 2019
JAE2Y6LW,True,28,FEMALE,Solo Leisure,Economy Class,SE,New York to Dakar via Casablanca,September 2019
ESTAR8UI,True,21,FEMALE,Couple Leisure,Economy Class,SE,Marrakesh to London via Casablanca,September 2019
D7WOKR2S,True,18,FEMALE,Solo Leisure,Economy Class,SE,Manchester to Banjul via Casablanca,September 2019
C6HMFVNT,True,56,MALE,Family Leisure,Economy Class,SE,Istanbul to Casablanca,September 2019
R26Q8JYL,True,28,FEMALE,Solo Leisure,Economy Class,SE,Marrakesh to Porto via Casablanca,September 2019
FQXTZJR3,True,24,MALE,Solo Leisure,Economy Class,SE,New York to Lisbon via Casablanca,September 2019
HRO3MPFF,True,21,FEMALE,Solo Leisure,Economy Class,SE,Montreal to Beirut via Casablanca,August 2019
IJC9GUZH,False,42,MALE,Family Leisure,Economy Class,SE,Casablanca to New York,August 2019
LK8R564Y,True,20,MALE,Business,Business Class,SE,London to Bamako via Casablanca,July 2019
XXUPLG4R,True,20,MALE,Business,Business Class,SE,Algiers to Casablanca,July 2019
RLPAEKZI,False,21,FEMALE,Business,Business Class,SE,Paris to Casablanca,July 2019
UH968NFK,True,59,FEMALE,Family Leisure,Economy Class,SE,Casablana to Washington,July 2019
D3NIUUDI,False,20,MALE,Solo Leisure,Business Class,SE,Washington to Malaga via Casablanca,July 2019
VWKLENS5,True,18,FEMALE,Couple Leisure,Economy Class,SE,Washington to Casablanca,June 2019
K53Z7ZOY,False,27,FEMALE,Solo Leisure,Economy Class,SE,São Paulo to Madrid via Casablanca,May 2019
QNJLKLR2,True,29,MALE,Couple Leisure,Economy Class,SE,Washington to Rome via Casablanca,May 2019
EY2ZIN2T,True,22,MALE,Family Leisure,Business Class,SE,Tangier to Amsterdam via Casablanca,August 2018
KOBIB3IV,True,16,FEMALE,Solo Leisure,Economy Class,SE,Sao Paulo to Casablanca,April 2019
HNO538K5,True,23,FEMALE,Solo Leisure,Economy Class,SE,Lagos to New York via Casablanca,April 2019
OUM9VLK9,True,26,FEMALE,Family Leisure,Economy Class,SE,Casablanca to Washington,April 2019
GDVWISR5,True,21,FEMALE,Business,Economy Class,SE,London to Casablanca,March 2019
JSLDLUUS,False,25,FEMALE,Solo Leisure,Business Class,SE,Montreal to Oujda,March 2019
ENVIXBAV,True,24,FEMALE,Couple Leisure,Economy Class,SE,Porto to Montréal via Casablanca,August 2018
S7QAHQ9I,True,22,FEMALE,Business,Economy Class,SE,Casablanca to Paris Orly,February 2019
M78Z3XEC,True,17,MALE,Solo Leisure,Economy Class,SE,Cairo to Berlin via Casablanca,February 2019
MEEE4LOD,True,29,MALE,Couple Leisure,Economy Class,SE,Doha to Casablanca,October 2018
D8V4CRL6,True,15,MALE,Solo Leisure,Economy Class,SE,Dakar to Casablanca,January 2019
J4AHJ63O,False,22,MALE,Solo Leisure,Business Class,SE,New York to London via Casablanca,January 2019
KOOHLGF8,True,28,MALE,Business,Economy Class,SE,Dakar to Montréal via Casablanca,December 2018
OFOQ9YS8,True,20,MALE,Solo Leisure,Economy Class,SE,Marrakech to Doha via Casablanca,November 2018
MX2U8GBT,True,20,MALE,Family Leisure,Economy Class,SE,Madrid to Casablanca,November 2018
XBEOXFW4,True,25,MALE,Couple Leisure,Economy Class,SE,Casablanca to Barcelona,November 2018
Z3M49LMF,True,22,MALE,Solo Leisure,Economy Class,SE,Casablanca to Nouakchott,November 2018
PZ453UPY,True,46,MALE,Solo Leisure,Economy Class,SE,Montreal to Casablanca,April 2017
I9GUG7MW,True,20,FEMALE,Couple Leisure,Economy Class,SE,Casablanca to New York,November 2018
ZAZJY8P6,True,24,MALE,Family Leisure,Economy Class,SE,Casablanca to New York,September 2018
U4W9D448,True,17,FEMALE,Couple Leisure,Economy Class,SE,Casablanca to Gran canaria,September 2018
ZBCF6TND,True,26,FEMALE,Solo Leisure,Economy Class,SE,Luanda to Monrovia via Casablanca,September 2018
I5GGO4SB,True,64,MALE,Business,Economy Class,SE,Casablanca to Nairobi,September 2018
QKSYC37H,True,29,MALE,Business,Business Class,SE,Casablanca to Milan,September 2018
N8Y6NYIC,False,35,MALE,Solo Leisure,Economy Class,SE,Dakar to Casablanca,September 2018
ZOJSJST7,True,20,MALE,Solo Leisure,Economy Class,SE,Rabat to London,March 2018
S5WRE8JP,True,25,FEMALE,Solo Leisure,Business Class,SE,Casablanca to Istanbul,August 2018
ZRMXLM3I,True,19,FEMALE,Solo Leisure,Economy Class,SE,Manchester to Accra via Casablanca,August 2018
RA3COQYH,True,24,FEMALE,Solo Leisure,Economy Class,SE,Stockholm to Marrakech via Casablanca,October 2017
GSFQUKYS,False,48,MALE,Business,Business Class,SE,Milan to Accra via Casablanca,July 2018
T9T6BZS9,True,54,FEMALE,Couple Leisure,Economy Class,SE,Casablanca to Amsterdam,July 2018
APB9CS26,True,42,FEMALE,Solo Leisure,Economy Class,SE,Marrakech to Gatwick via Casablanca,May 2018
ZBA4O43D,True,16,MALE,Couple Leisure,Economy Class,SE,Paris to Rabat ,June 2018
EOQKZEB4,True,17,MALE,Business,Economy Class,SE,Casablanca to Paris,June 2018
CKS3X882,True,17,MALE,Business,Economy Class,SE,Istanbul to Casablanca,May 2018
PHUHEQUG,True,14,MALE,Couple Leisure,Economy Class,SE,Cairo to Casablanca,March 2018
BNA9AYSV,False,49,MALE,Couple Leisure,Economy Class,VE,Melbourne to London via Brunei,June 2023
ARWAM5JB,True,31,FEMALE,Couple Leisure,Economy Class,VE,Dubai to London Heathrow,June 2023
H8GO57GV,True,20,FEMALE,Couple Leisure,Economy Class,VE,Brunei to Dubai,June 2023
YHZDHV8X,True,23,MALE,Family Leisure,Economy Class,VE,Kuching to Bandar Seri Begawan,June 2023
NDAGT8EE,True,28,MALE,Couple Leisure,Economy Class,VE,London Heathrow to Dubai,June 2023
L9UJL5FF,True,13,MALE,Couple Leisure,Economy Class,VE,Dubai to Bandar Seri Begawan,June 2023
SR92Z3TP,True,40,FEMALE,Family Leisure,Economy Class,VE,London Heathrow to Singapore via Brunei,January 2023
UQ9JZD3V,True,41,MALE,Solo Leisure,Economy Class,VE,London to Melbourne via Dubai,January 2023
F6NF5IHW,True,50,MALE,Solo Leisure,Economy Class,VE,Melbourne to London via Brunei,August 2022
PYMOR2CR,True,28,MALE,Business,Economy Class,VE,Bandar seri Begawan to Kuala Lumpur,March 2020
AWNPDP8G,False,33,FEMALE,Family Leisure,Economy Class,VE,Melbourne to Kota Kinabalu via Brunei,December 2019
XQ384PDU,True,25,MALE,Couple Leisure,Economy Class,VE,Jeddah to Denpasar via bandar Seri Begawan,February 2020
ETI9652H,True,33,FEMALE,Couple Leisure,Economy Class,VE,London to Melbourne via Brunei,December 2019
AKLA8C4H,False,31,FEMALE,Family Leisure,Business Class,VE,Melbourne to Bangkok via Brunei,December 2019
KPRCN2J9,True,29,FEMALE,Solo Leisure,Economy Class,VE,Melbourne to London via Brunei,January 2020
GVMVFP9C,True,15,MALE,Couple Leisure,Economy Class,VE,Melbourne to London via Brunei,September 2019
N5O2EN6V,True,14,FEMALE,Couple Leisure,Economy Class,VE,Brunei to Tokyo,December 2019
IV786PEW,True,24,FEMALE,Family Leisure,Economy Class,VE,Dubai to Melbourne via Brunei,December 2019
A6ANKPQA,True,18,MALE,Solo Leisure,Economy Class,VE,Brisbane to London via Brunei,November 2019
BPCT799V,False,18,FEMALE,Family Leisure,Economy Class,VE,London to Melbourne via Brunei,October 2019
KNIYX7DM,True,27,MALE,Solo Leisure,Economy Class,VE,Melbourne to London via Bandar Seri Begawan,October 2019
RPGS6OKO,True,23,MALE,Business,Business Class,VE,Dubai to Manila via Brunei,September 2019
JU3DL3FU,True,14,FEMALE,Solo Leisure,Economy Class,VE,Bandar Seri Begawan to Kuala Lumpur,August 2019
AM64T8T3,True,33,FEMALE,Solo Leisure,Economy Class,VE,Brunei to Kuala Lumpur,August 2019
TBWBTVL9,True,25,FEMALE,Solo Leisure,Economy Class,VE,Surabaya to Bangkok via Bandar Seri Begawan,June 2019
KE5TOADS,False,26,MALE,Business,Business Class,VE,Melbourne to Bangkok via Brunei,December 2018
WZK97SFE,True,19,MALE,Family Leisure,Economy Class,VE,London to Melbourne via Brunei,April 2019
RMCX7WBM,True,17,FEMALE,Solo Leisure,Economy Class,VE,Manila to London via Brunei,February 2019
TW3WWB8X,False,38,FEMALE,Family Leisure,Business Class,VE,Melbourne to London,November 2018
B8O3GL48,True,34,FEMALE,Solo Leisure,Economy Class,VE,Manila to London via Brunei,February 2019
YV7GFU2Y,True,22,MALE,Family Leisure,Business Class,VE,Brunei to Taipei,December 2018
YHJZSSV2,True,13,MALE,Couple Leisure,Economy Class,VE,London to Melbourne via Brunei,December 2018
XTLRUQPS,False,39,MALE,Solo Leisure,Economy Class,VE,London to Manila via Brunei,November 2018
ZT9QXDVJ,True,32,FEMALE,Solo Leisure,Business Class,VE,Brunei to Singapore,November 2018
DB2385NV,True,14,MALE,Solo Leisure,Economy Class,VE,Brunei to Singapore,November 2018
CTCQNSUE,True,22,FEMALE,Solo Leisure,Economy Class,VE,London to Melbourne via Brunei,November 2018
GPKS9S29,True,35,FEMALE,Family Leisure,Business Class,VE,Melbourne to London via Brunei / Dubai,September 2018
HL89HVCA,True,14,FEMALE,Solo Leisure,Business Class,VE,SIN to BWN,February 2018
GJLS5VSB,True,47,MALE,Solo Leisure,Economy Class,VE,Dubai to Melbourne via Bandar,December 2017
YCUJ2W28,True,16,FEMALE,Couple Leisure,Business Class,VE,Melbourne to Hong Kong via Bandar,May 2018
X4MFRRFL,True,37,FEMALE,Solo Leisure,Economy Class,VE,London to Dubai,March 2018
QK8LUFDM,True,17,FEMALE,Solo Leisure,Economy Class,VE,Bangkok to Melbourne via Brunei,March 2018
K5ACXYUB,True,37,FEMALE,Business,Economy Class,VE,Melbourne to Ho Chi Minh via BWN,January 2018
JLGUMXC6,True,36,FEMALE,Couple Leisure,Economy Class,VE,London to Bandar seri Begawan via Dubai,February 2018
UFTSBYZH,True,23,FEMALE,Couple Leisure,Business Class,VE,Bangkok to Melbourne via Bandar Seri Bagawan,January 2018
AZAWUFQQ,True,22,MALE,Couple Leisure,Business Class,VE,Melbourne to Ho Chi Minh cCty via BandarSeri Bagawan,December 2017
E6Z6R9RC,True,13,MALE,Solo Leisure,Economy Class,VE,Melbourne to London via Dubai,January 2018
ISF8I2LL,True,43,MALE,Business,Economy Class,VE,Jakarta to Bandar seri Begawan,November 2017
HDYJLDKS,False,37,FEMALE,Solo Leisure,Business Class,VE,Melbourne to Bangkok via Brunei,July 2017
MTC8EV8O,False,24,FEMALE,Solo Leisure,Economy Class,VE,Melbourne to Dubai,July 2017
N8753VP8,False,41,MALE,Couple Leisure,Economy Class,VE,Melbourne to Heathrow via Brunei,May 2017
SU633AV7,False,27,FEMALE,Solo Leisure,Economy Class,VE,Brunei to Manila,June 2017
LFH3L95D,False,24,FEMALE,Solo Leisure,Economy Class,VE,Dubai to London,March 2017
ZO6AXKGX,False,18,MALE,Family Leisure,Economy Class,VE,LHR to MEL via DXB / BWN,February 2017
TCLKRHUW,False,37,FEMALE,Couple Leisure,Economy Class,VE,LHR to DPS via DXB / BWN,January 2017
MR3RSDNF,False,15,FEMALE,Solo Leisure,Economy Class,VE,SUB to BKK via BWN,January 2017
YEPLJKRX,False,24,FEMALE,Solo Leisure,Economy Class,VE,BWN to LHR via DXB,December 2016
KMSW7KAX,False,46,MALE,Couple Leisure,Business Class,VE,MEL to HKG via BWN,May 2016
DFQV3O8B,False,13,FEMALE,Family Leisure,Economy Class,VE,MEL to HKG via BWN,November 2016
S7NC6M99,False,27,MALE,Couple Leisure,Economy Class,VE,MEL to LHR via BWN / DXB,December 2016
P68LY6C6,False,22,MALE,Family Leisure,Economy Class,VE,LHR to DPS via DXB/BWN,September 2016
E3NGKKIP,False,19,FEMALE,Solo Leisure,Economy Class,VE,BGW to KUL,February 2016
QBPC6P29,False,18,FEMALE,Family Leisure,Economy Class,VE,DXB to LHR,September 2016
FNFQ5UQH,False,19,FEMALE,Solo Leisure,Business Class,VE,BKK to MEL via BWN,August 2016
P44YJ7MR,False,47,FEMALE,Family Leisure,Economy Class,VE,LHR to BKI via DXB / BWN,July 2016
UVTI3C58,False,18,FEMALE,Business,Business Class,VE,MEL to LHR via DXB and BWN,July 2016
IN9GW7Q9,False,24,FEMALE,Solo Leisure,Economy Class,VE,DXB to DPS via BWN,May 2016
AJMES5MD,False,13,MALE,Solo Leisure,Business Class,VE,MEL to BKI via BWN,April 2016
JNRKF4HH,False,39,FEMALE,Solo Leisure,First Class,VE,MEL to LHR via BWN and DXB,May 2016
EDGTF2QZ,False,21,MALE,Couple Leisure,Economy Class,VE,MEL to LHR via BWN / DXB,April 2016
VUQDCQLE,False,17,FEMALE,Family Leisure,Economy Class,VE,BKK to MEL via BWN,April 2016
VZ2OSDQO,False,26,MALE,Solo Leisure,Economy Class,VE,SIN to BKI via BWN,February 2016
KLBVMDGE,False,18,FEMALE,Solo Leisure,Business Class,VE,LHR to BWN via DXB,March 2016
QDZ6D27O,False,25,FEMALE,Business,Business Class,VE,LHR to DXB,January 2016
R3HLFIZV,False,34,MALE,Couple Leisure,Business Class,VE,MEL to LHR via BWN / DXB,September 2015
CUQJ5FUA,False,22,MALE,Family Leisure,Economy Class,VE,MEL to LHR via BWN / DXB,December 2015
OFSS3N4Z,False,15,FEMALE,Solo Leisure,Economy Class,VE,MEL to LHR via Brunei/Dubai,May 2015
FVNJSKQN,False,24,FEMALE,Couple Leisure,Economy Class,VE,London to Melbourne,March 2015
YEYK53SR,False,24,FEMALE,Couple Leisure,Economy Class,VE,MEL to LHR,September 2015
T727PQZ7,False,13,FEMALE,Couple Leisure,Business Class,VE,MEL to LHR via BWN & DXB,November 2015
ONKO3NQB,False,17,FEMALE,Solo Leisure,Economy Class,VE,MEL to LHR via BWN & DXB,November 2015
JPZ7AKDL,False,16,MALE,Solo Leisure,Business Class,VE,Bangkok to Melbourne via BWN,October 2015
XEFG9DRZ,False,31,FEMALE,Solo Leisure,Economy Class,VE,MEL to LHR via BWN / DXB,September 2015
GF9RO2DA,False,14,FEMALE,Solo Leisure,Economy Class,VE,MEL to LHR via BWN / DXB,May 2015
VJOHVUNJ,False,25,FEMALE,Couple Leisure,Economy Class,VE,MEL to LHR via BWN & DXB,April 2015
QCCAPXTP,False,30,FEMALE,Couple Leisure,Business Class,VE,Melbourne to London,September 2015
SV3V87AD,False,27,FEMALE,Solo Leisure,Business Class,VE,Melbourne to Bangkok via BWN,August 2015
CLNFNFRL,False,19,FEMALE,Couple Leisure,Economy Class,VE,London to Dubai,September 2015
UMBGJ8UT,False,41,FEMALE,Couple Leisure,Economy Class,VE,Dubai to London,September 2015
SU7NKIGZ,False,13,FEMALE,Couple Leisure,Economy Class,VE,London to Melbourne via Brunei,August 2015
KZPCIF8W,False,49,MALE,Couple Leisure,Economy Class,VE,Melbourne to London via Dubai,August 2015
MMQXRUUY,False,25,FEMALE,Family Leisure,First Class,VE,London Heathrow to Melbourne Tullamarine via Dubai and Brunei,January 2015
